,KNN,NB,LR,SVM,DT
46,0.9197080291970803,0.9781021897810219,0.9781021897810219,0.9708029197080292,0.9635036496350365
47,0.9124087591240876,0.9343065693430657,0.948905109489051,0.948905109489051,0.927007299270073
48,0.6423357664233577,0.9562043795620438,0.9854014598540146,0.9781021897810219,0.9343065693430657
49,0.9051094890510949,0.9562043795620438,0.9416058394160584,0.9562043795620438,0.9416058394160584
50,0.9343065693430657,0.9562043795620438,0.9708029197080292,0.9781021897810219,0.9635036496350365
51,0.9416058394160584,0.9781021897810219,0.9708029197080292,0.9708029197080292,0.9416058394160584
52,0.8978102189781022,0.9854014598540146,0.9927007299270073,0.9927007299270073,0.9562043795620438
53,0.8759124087591241,0.9635036496350365,0.9781021897810219,0.9708029197080292,0.9416058394160584
54,0.948905109489051,0.9854014598540146,0.9927007299270073,0.9927007299270073,0.9635036496350365
55,0.8978102189781022,0.9635036496350365,0.9562043795620438,0.9635036496350365,0.927007299270073
56,0.8248175182481752,0.9781021897810219,0.9708029197080292,0.9781021897810219,0.9343065693430657
57,0.8832116788321168,0.948905109489051,0.948905109489051,0.948905109489051,0.9343065693430657
58,0.9416058394160584,0.9562043795620438,0.9635036496350365,0.9635036496350365,0.8978102189781022
59,0.948905109489051,0.9708029197080292,0.9854014598540146,0.9708029197080292,0.9708029197080292
60,0.8978102189781022,0.9635036496350365,0.9708029197080292,0.9781021897810219,0.9562043795620438
61,0.927007299270073,0.9562043795620438,0.9708029197080292,0.9708029197080292,0.9562043795620438
62,0.9197080291970803,0.9708029197080292,0.9708029197080292,0.9708029197080292,0.9635036496350365
63,0.8832116788321168,0.9197080291970803,0.9562043795620438,0.9416058394160584,0.9197080291970803
64,0.9416058394160584,0.948905109489051,0.9562043795620438,0.9708029197080292,0.9343065693430657
65,0.927007299270073,0.9781021897810219,0.9708029197080292,0.9708029197080292,0.9343065693430657
66,0.8978102189781022,0.9635036496350365,0.9781021897810219,0.9708029197080292,0.9416058394160584
67,0.8321167883211679,0.9635036496350365,0.9781021897810219,0.9708029197080292,0.9708029197080292
68,0.8978102189781022,0.9562043795620438,0.9708029197080292,0.9708029197080292,0.9416058394160584
69,0.8905109489051095,0.9343065693430657,0.9562043795620438,0.9562043795620438,0.927007299270073
70,0.8832116788321168,0.9781021897810219,0.9708029197080292,0.9708029197080292,0.9781021897810219
71,0.927007299270073,0.9708029197080292,0.9635036496350365,0.9635036496350365,0.948905109489051
72,0.656934306569343,0.9781021897810219,0.9708029197080292,0.9708029197080292,0.9708029197080292
73,0.8613138686131386,0.9343065693430657,0.9416058394160584,0.948905109489051,0.9343065693430657
74,0.9343065693430657,0.9562043795620438,0.9562043795620438,0.9562043795620438,0.948905109489051
75,0.9781021897810219,0.9635036496350365,0.9635036496350365,0.9635036496350365,0.927007299270073
76,0.927007299270073,0.9854014598540146,0.9854014598540146,0.9854014598540146,0.948905109489051
77,0.8467153284671532,0.9562043795620438,0.9781021897810219,0.9781021897810219,0.9343065693430657
78,0.9781021897810219,0.9562043795620438,0.9635036496350365,0.9562043795620438,0.9562043795620438
79,0.7153284671532847,0.9635036496350365,0.9708029197080292,0.9708029197080292,0.9635036496350365
80,0.8686131386861314,0.9562043795620438,0.9781021897810219,0.9781021897810219,0.9708029197080292
81,0.781021897810219,0.9781021897810219,0.9854014598540146,0.9781021897810219,0.9708029197080292
82,0.8905109489051095,0.9854014598540146,0.9781021897810219,0.9781021897810219,0.9708029197080292
83,0.927007299270073,0.9562043795620438,0.9708029197080292,0.9708029197080292,0.9416058394160584
84,0.8978102189781022,0.9854014598540146,0.9854014598540146,0.9854014598540146,0.9635036496350365
85,0.9416058394160584,0.9562043795620438,0.9635036496350365,0.9708029197080292,0.9343065693430657
86,0.9124087591240876,0.9708029197080292,0.9635036496350365,0.9416058394160584,0.9635036496350365
87,0.7737226277372263,0.9781021897810219,0.9927007299270073,1.0,0.9562043795620438
88,0.9343065693430657,0.9343065693430657,0.9416058394160584,0.948905109489051,0.9416058394160584
89,0.7737226277372263,0.9635036496350365,0.9854014598540146,0.9854014598540146,0.9562043795620438
90,0.927007299270073,0.948905109489051,0.948905109489051,0.948905109489051,0.9343065693430657
91,0.8832116788321168,0.9781021897810219,0.9781021897810219,0.9708029197080292,0.9343065693430657
92,0.8759124087591241,0.9562043795620438,0.948905109489051,0.948905109489051,0.9343065693430657
93,0.8832116788321168,0.948905109489051,0.9635036496350365,0.9635036496350365,0.9343065693430657
94,0.8978102189781022,0.9416058394160584,0.948905109489051,0.9562043795620438,0.9416058394160584
95,0.7883211678832117,0.9635036496350365,0.9635036496350365,0.9635036496350365,0.9416058394160584
96,0.7883211678832117,0.9854014598540146,0.9781021897810219,0.9781021897810219,0.948905109489051
97,0.927007299270073,0.9416058394160584,0.9562043795620438,0.9562043795620438,0.9416058394160584
98,0.8102189781021898,0.9635036496350365,0.9635036496350365,0.9708029197080292,0.948905109489051
99,0.7664233576642335,0.9197080291970803,0.948905109489051,0.927007299270073,0.9416058394160584




 -----------------------------------------------------------------------------------------------

KNN - Min: 0.6423357664233577, Max: 0.9854014598540146, Avg: 0.8867883211678831
   Best Seed: 62
NB  - Min: 0.9197080291970803, Max: 0.9854014598540146, Avg: 0.9622627737226273
   Best Seed: 62
LR  - Min: 0.9124087591240876, Max: 0.9927007299270073, Avg: 0.967810218978102
   Best Seed: 62
SVM - Min: 0.9197080291970803, Max: 1.0, Avg: 0.9675182481751825
   Best Seed: 129
DT  - Min: 0.8905109489051095, Max: 0.9781021897810219, Avg: 0.9446715328467147
   Best Seed: 62
