,KNN,NB,LR,SVM,DT
0,0.9051094890510949,0.9562043795620438,0.9562043795620438,0.9635036496350365,0.9343065693430657
1,0.8102189781021898,0.9416058394160584,0.9562043795620438,0.9708029197080292,0.8905109489051095
2,0.8832116788321168,0.9635036496350365,0.9562043795620438,0.9635036496350365,0.8905109489051095
3,0.9124087591240876,0.9562043795620438,0.9635036496350365,0.9562043795620438,0.9562043795620438
4,0.9343065693430657,0.9708029197080292,0.9781021897810219,0.9781021897810219,0.9416058394160584
5,0.8613138686131386,0.9781021897810219,0.9781021897810219,0.9781021897810219,0.948905109489051
6,0.7956204379562044,0.9562043795620438,0.9562043795620438,0.9635036496350365,0.9416058394160584
7,0.9197080291970803,0.9781021897810219,0.9635036496350365,0.9635036496350365,0.948905109489051
8,0.8978102189781022,0.9635036496350365,0.9854014598540146,0.9854014598540146,0.948905109489051
9,0.9416058394160584,0.9708029197080292,0.9854014598540146,0.9781021897810219,0.9635036496350365
10,0.708029197080292,0.9708029197080292,0.9708029197080292,0.9708029197080292,0.948905109489051
11,0.948905109489051,0.9635036496350365,0.948905109489051,0.948905109489051,0.9124087591240876
12,0.9197080291970803,0.9708029197080292,0.9562043795620438,0.9635036496350365,0.927007299270073
13,0.8978102189781022,0.9708029197080292,0.9708029197080292,0.9708029197080292,0.9343065693430657
14,0.9708029197080292,0.9708029197080292,0.9708029197080292,0.9708029197080292,0.9635036496350365
15,0.9124087591240876,0.948905109489051,0.9708029197080292,0.9708029197080292,0.948905109489051
16,0.948905109489051,0.9562043795620438,0.948905109489051,0.948905109489051,0.9343065693430657
17,0.8759124087591241,0.948905109489051,0.948905109489051,0.9562043795620438,0.948905109489051
18,0.7445255474452555,0.9562043795620438,0.9781021897810219,0.9708029197080292,0.9343065693430657
19,0.8686131386861314,0.9197080291970803,0.9124087591240876,0.9197080291970803,0.9124087591240876
20,0.9854014598540146,0.9854014598540146,0.9927007299270073,0.9854014598540146,0.9781021897810219
21,0.9343065693430657,0.948905109489051,0.948905109489051,0.948905109489051,0.9343065693430657
22,0.8978102189781022,0.9343065693430657,0.9635036496350365,0.9562043795620438,0.9416058394160584
23,0.8832116788321168,0.9562043795620438,0.948905109489051,0.9562043795620438,0.9416058394160584
24,0.8029197080291971,0.9781021897810219,0.9854014598540146,0.9854014598540146,0.948905109489051
25,0.9416058394160584,0.9635036496350365,0.9708029197080292,0.9854014598540146,0.8978102189781022
26,0.8905109489051095,0.9562043795620438,0.9416058394160584,0.9416058394160584,0.9343065693430657
27,0.8978102189781022,0.9635036496350365,0.9416058394160584,0.948905109489051,0.9124087591240876
28,0.9124087591240876,0.9781021897810219,0.9781021897810219,0.9708029197080292,0.9781021897810219
29,0.8978102189781022,0.9635036496350365,0.9927007299270073,0.9854014598540146,0.948905109489051
30,0.9854014598540146,0.9708029197080292,0.9781021897810219,0.9708029197080292,0.9635036496350365
31,0.927007299270073,0.9781021897810219,0.9854014598540146,0.9854014598540146,0.9708029197080292
32,0.9635036496350365,0.9708029197080292,0.9781021897810219,0.9781021897810219,0.9562043795620438
33,0.8613138686131386,0.9635036496350365,0.9708029197080292,0.9708029197080292,0.948905109489051
34,0.8321167883211679,0.9635036496350365,0.9781021897810219,0.9708029197080292,0.927007299270073
35,0.927007299270073,0.9635036496350365,0.9854014598540146,0.9781021897810219,0.9343065693430657
36,0.9343065693430657,0.9635036496350365,0.9854014598540146,0.9854014598540146,0.9343065693430657
37,0.8321167883211679,0.9708029197080292,0.9635036496350365,0.9708029197080292,0.9343065693430657
38,0.8978102189781022,0.9854014598540146,0.9781021897810219,0.9854014598540146,0.9562043795620438
39,0.9051094890510949,0.9562043795620438,0.9854014598540146,0.9781021897810219,0.9635036496350365
40,0.8248175182481752,0.9562043795620438,0.9562043795620438,0.9562043795620438,0.9416058394160584
41,0.9562043795620438,0.9781021897810219,0.9635036496350365,0.9635036496350365,0.948905109489051
42,0.9051094890510949,0.9635036496350365,0.9781021897810219,0.9708029197080292,0.9635036496350365
43,0.9416058394160584,0.9635036496350365,0.9708029197080292,0.9635036496350365,0.9562043795620438
44,0.927007299270073,0.9708029197080292,0.9635036496350365,0.9635036496350365,0.948905109489051
45,0.9124087591240876,0.948905109489051,0.9708029197080292,0.9635036496350365,0.948905109489051
