,KNN,NB,LR,SVM,DT
0,0.9014598540145985,0.9744525547445255,0.9635036496350365,0.9598540145985401,0.9379562043795621
1,0.8795620437956204,0.9416058394160584,0.9525547445255474,0.9416058394160584,0.9087591240875912
2,0.9416058394160584,0.9708029197080292,0.9671532846715328,0.9744525547445255,0.9379562043795621
3,0.9233576642335767,0.9562043795620438,0.9598540145985401,0.9598540145985401,0.9525547445255474
4,0.9306569343065694,0.9525547445255474,0.9525547445255474,0.9525547445255474,0.9598540145985401
5,0.8722627737226277,0.9635036496350365,0.9635036496350365,0.9671532846715328,0.9379562043795621
6,0.9014598540145985,0.9708029197080292,0.9671532846715328,0.9671532846715328,0.9452554744525548
7,0.8576642335766423,0.9817518248175182,0.9781021897810219,0.9781021897810219,0.9525547445255474
8,0.7992700729927007,0.9562043795620438,0.9744525547445255,0.9744525547445255,0.9598540145985401
9,0.9379562043795621,0.9671532846715328,0.9817518248175182,0.9744525547445255,0.9233576642335767
10,0.916058394160584,0.9635036496350365,0.9671532846715328,0.9744525547445255,0.9416058394160584
11,0.9525547445255474,0.9635036496350365,0.9635036496350365,0.9671532846715328,0.927007299270073
12,0.9124087591240876,0.948905109489051,0.9525547445255474,0.9598540145985401,0.9197080291970803
13,0.9124087591240876,0.9562043795620438,0.9598540145985401,0.9635036496350365,0.9379562043795621
14,0.9379562043795621,0.9744525547445255,0.9781021897810219,0.9744525547445255,0.9416058394160584
15,0.9014598540145985,0.9525547445255474,0.9562043795620438,0.9525547445255474,0.9343065693430657
16,0.9525547445255474,0.9635036496350365,0.9562043795620438,0.9635036496350365,0.9562043795620438
17,0.927007299270073,0.9416058394160584,0.9416058394160584,0.9379562043795621,0.9306569343065694
18,0.7956204379562044,0.9598540145985401,0.9598540145985401,0.9671532846715328,0.9197080291970803
19,0.9233576642335767,0.9525547445255474,0.948905109489051,0.9379562043795621,0.9416058394160584
20,0.9014598540145985,0.9562043795620438,0.9525547445255474,0.9562043795620438,0.927007299270073
21,0.9416058394160584,0.9562043795620438,0.9635036496350365,0.9525547445255474,0.9562043795620438
22,0.9014598540145985,0.9598540145985401,0.9708029197080292,0.9744525547445255,0.9306569343065694
23,0.9562043795620438,0.9671532846715328,0.9708029197080292,0.9708029197080292,0.9598540145985401
24,0.9014598540145985,0.9635036496350365,0.9817518248175182,0.9817518248175182,0.9635036496350365
25,0.9416058394160584,0.9671532846715328,0.9817518248175182,0.9817518248175182,0.9452554744525548
26,0.9233576642335767,0.9525547445255474,0.9598540145985401,0.9598540145985401,0.948905109489051
27,0.927007299270073,0.9562043795620438,0.9562043795620438,0.9598540145985401,0.9525547445255474
28,0.8467153284671532,0.9562043795620438,0.9598540145985401,0.948905109489051,0.9197080291970803
29,0.8065693430656934,0.9562043795620438,0.9781021897810219,0.9708029197080292,0.9525547445255474
30,0.927007299270073,0.9708029197080292,0.9671532846715328,0.9671532846715328,0.9562043795620438
31,0.9379562043795621,0.9525547445255474,0.9781021897810219,0.9744525547445255,0.9233576642335767
32,0.7992700729927007,0.9598540145985401,0.9671532846715328,0.9635036496350365,0.9379562043795621
33,0.9124087591240876,0.9671532846715328,0.9708029197080292,0.9708029197080292,0.9379562043795621
34,0.8759124087591241,0.9562043795620438,0.9598540145985401,0.9635036496350365,0.9343065693430657
35,0.9087591240875912,0.9635036496350365,0.9671532846715328,0.9744525547445255,0.9306569343065694
36,0.9233576642335767,0.9671532846715328,0.9781021897810219,0.9781021897810219,0.927007299270073
37,0.8686131386861314,0.9708029197080292,0.9635036496350365,0.9562043795620438,0.927007299270073
38,0.8832116788321168,0.9817518248175182,0.9744525547445255,0.9781021897810219,0.9416058394160584
39,0.8832116788321168,0.9708029197080292,0.9817518248175182,0.9854014598540146,0.948905109489051
40,0.927007299270073,0.9525547445255474,0.9598540145985401,0.9598540145985401,0.9416058394160584
41,0.9416058394160584,0.9671532846715328,0.9744525547445255,0.9744525547445255,0.9379562043795621
42,0.8759124087591241,0.9708029197080292,0.9744525547445255,0.9744525547445255,0.9416058394160584
43,0.9233576642335767,0.9598540145985401,0.9562043795620438,0.948905109489051,0.948905109489051
44,0.9635036496350365,0.9744525547445255,0.9671532846715328,0.9708029197080292,0.9452554744525548
45,0.8795620437956204,0.9598540145985401,0.9562043795620438,0.9598540145985401,0.9197080291970803
46,0.8613138686131386,0.9744525547445255,0.9744525547445255,0.9781021897810219,0.9671532846715328
47,0.8832116788321168,0.9525547445255474,0.9562043795620438,0.9598540145985401,0.9343065693430657
48,0.9233576642335767,0.9635036496350365,0.9744525547445255,0.9744525547445255,0.9343065693430657
